05/05/2024 14:38:12, add, high, 223126, Racelink 223126 average speed of 5 second(s) is above 53 kph in areas [Pit Endurance], PITSPEED_ENDU, Generates alerts when racelink average speed of 5 second(s) is above 53 kph in areas [Pit Endurance], 6, [400]  Q-Team VDK Racing , , 
05/05/2024 15:00:37, resolve, high, 225704, Racelink 225704 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2315 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 13, [475]  Team SVS by Zosh , , 
05/05/2024 15:00:38, resolve, high, 222898, Racelink 222898 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2316 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 13, [38]  JAPP by AC Motorsport , , 
05/05/2024 15:00:39, resolve, high, 225476, Racelink 225476 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2317 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 13, [495]  Orthes systemic , , 
05/05/2024 15:00:39, update, high, 223236, Racelink 223236 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 22, [463]  M3M , , 
05/05/2024 15:00:41, update, high, 223279, Racelink 223279 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 11, [142]  Oufti Racing Team , , 
05/05/2024 15:00:42, add, high, 225615, Racelink 225615 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 12, [462]  Eurodatacar 462 , , 
05/05/2024 15:00:42, resolve, high, 223236, Racelink 223236 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2320 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 22, [463]  M3M , , 
05/05/2024 15:00:43, add, high, 222977, Racelink 222977 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 12, [18]  DPW Racing , , 
05/05/2024 15:00:46, resolve, high, 223279, Racelink 223279 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2324 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 11, [142]  Oufti Racing Team , , 
05/05/2024 15:00:47, resolve, high, 225615, Racelink 225615 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2325 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 12, [462]  Eurodatacar 462 , , 
05/05/2024 15:00:48, add, high, 222917, Racelink 222917 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 12, [380]  Fun 4U by Acome , , 
05/05/2024 15:00:48, add, high, 222968, Racelink 222968 average speed of 5 second(s) is above 53 kph in areas [Pit Inter], PITSPEED_INTER, Generates alerts when racelink average speed of 5 second(s) is above 53 kph in areas [Pit Inter], 5, [508]  Adelcom - Astonjet By SKR , , 
05/05/2024 15:00:49, update, high, 222917, Racelink 222917 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 13, [380]  Fun 4U by Acome , , 
05/05/2024 15:00:49, add, low, 223134, Racelink 223134 average speed of 5 second(s) is above 30 kph in areas [Pit Essence], ESSSPEED, Generates alerts when racelink average speed of 5 second(s) is above 30 kph in areas [Pit Essence], 7, [24]  Heinz Permormance , , 
05/05/2024 15:00:50, resolve, high, 222968, Racelink 222968 average speed of 5 second(s) is no longer above 53 kph in areas [Pit Inter] Total violation time: 2328 seconds., PITSPEED_INTER, Generates alerts when racelink average speed of 5 second(s) is above 53 kph in areas [Pit Inter], 5, [508]  Adelcom - Astonjet By SKR , , 
05/05/2024 15:00:50, resolve, high, 222917, Racelink 222917 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2328 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 13, [380]  Fun 4U by Acome , , 
05/05/2024 15:00:51, resolve, low, 223134, Racelink 223134 average speed of 5 second(s) is no longer above 30 kph in areas [Pit Essence] Total violation time: 2329 seconds., ESSSPEED, Generates alerts when racelink average speed of 5 second(s) is above 30 kph in areas [Pit Essence], 7, [24]  Heinz Permormance , , 
05/05/2024 15:00:52, resolve, high, 222977, Racelink 222977 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2330 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 12, [18]  DPW Racing , , 
05/05/2024 15:00:55, add, low, 222907, Racelink 222907 average speed of 5 second(s) is above 30 kph in areas [Pit Essence], ESSSPEED, Generates alerts when racelink average speed of 5 second(s) is above 30 kph in areas [Pit Essence], 7, [518]  DPW-Racing , , 
05/05/2024 15:00:57, resolve, low, 222907, Racelink 222907 average speed of 5 second(s) is no longer above 30 kph in areas [Pit Essence] Total violation time: 2335 seconds., ESSSPEED, Generates alerts when racelink average speed of 5 second(s) is above 30 kph in areas [Pit Essence], 7, [518]  DPW-Racing , , 
05/05/2024 15:00:57, add, high, 223132, Racelink 223132 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 12, [402]  Zosh - 4C Motors , , 
05/05/2024 15:00:59, add, high, 222858, Racelink 222858 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 19, [183]  BH Motors , , 
05/05/2024 15:00:59, resolve, high, 223132, Racelink 223132 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2337 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 12, [402]  Zosh - 4C Motors , , 
05/05/2024 15:01:00, add, high, 222861, Racelink 222861 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 7, [999]  Knauf - ML Concept By AP , , 
05/05/2024 15:01:01, update, high, 222861, Racelink 222861 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 8, [999]  Knauf - ML Concept By AP , , 
05/05/2024 15:01:02, add, high, 223221, Racelink 223221 average speed of 5 second(s) is above 53 kph in areas [Pit Endurance], PITSPEED_ENDU, Generates alerts when racelink average speed of 5 second(s) is above 53 kph in areas [Pit Endurance], 6, [471]  Autosphere , , 
05/05/2024 15:01:02, add, high, 223279, Racelink 223279 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 12, [142]  Oufti Racing Team , , 
05/05/2024 15:01:02, resolve, high, 222858, Racelink 222858 average speed of 10 second(s) is no longer above 88 kph during full course flags [11] after 10 second(s) grace period Total violation time: 2340 seconds., FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 19, [183]  BH Motors , , 
05/05/2024 15:01:05, add, high, 222941, Racelink 222941 average speed of 10 second(s) is above 88 kph during full course flags [11] after 10 second(s) grace period, FCY, Generates alerts when racelink average speed of 10 second(s) is above 88 kph except when full course flags [11] set with grace period of 10 second(s), 5, [285]  _8KSW Racing , , 
